ID,Store Name,Address,Postal Code,City,Country,Phone,Email,Website,Hours of Operation,Latitude,Longitude,Store Type
location_212,Radsport Claassen,Judenstraße 24,47906,Kempen,DE,+49 2152 3398,info@radsport-claassen.de,https://radsport-claassen.de/,"Montag - Freitag: 9:00 - 13:00 & 14:00 - 18:30 Uhr
Samstag: 10:00 - 14:00 Uhr",51.364809,6.419228,dealer
location_213,Radsport Ersing,Rottumstraße 1,88487,Mietingen,DE,+49 7392 9390213,info@radsport-ersing.de,http://www.radsport-ersing.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 12:00 & 13:30 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",48.183382,9.903467,dealer
location_214,Radsport Hungerhuber,Schwarzauer Str. 66,83308,Trostberg,DE,+49 8621 90242 0,info@hungerhuber.de,https://www.hungerhuber.de/,"Montag, Dienstag Donnerstag & Freitag: 9:00 – 12:00 Uhr & 13:00 – 18:00 Uhr
Mittwoch: 13:00 – 18:00 Uhr 
Samstag: 9:00 – 12:00 Uhr",48.01786,12.536671,dealer
location_215,Radsport Riedmann,Marktheidenfelder Str. 19,97842,Karbach,DE,+49 9391 5121,robert@radsport-riedmann.de,https://www.radsport-riedmann.de/,"Montag: 15.00 – 18.30 Uhr
Dienstag: 15.00 – 18.30 Uhr
Mittwoch: geschlossen
Donnerstag: 9.00 - 13.00* und 15.00 – 18.30 Uhr
Freitag: 9.00 - 13.00* und 15.00 – 18.30 Uhr
Samstag: 9.00 – 13.00 Uhr

*März bis Oktober Vormittags geöffnet",49.865016,9.637984,dealer
location_216,Radwelt Main-Tauber,Wilhelm-Frank-Straße 82,97980,Bad Mergentheim,DE,+49 7931 520 21,info@radwelt-mt.de,https://www.radwelt-main-tauber.de/,"Montag: geschlossen
Dienstag - Freitag: 9:00 -13:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.497884,9.759237,dealer
location_217,RADWerk Görlitz,Heilige-Grab-Straße 26,02826,Görlitz,DE,+49 3581 4298990,epost@radwerk-goerlitz.de,https://www.radwerk.online/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",51.159704,14.977407,dealer
location_218,Radwerk Hachen,Am Sportplatz 3,59846,Sundern,DE,+49 2935 1038,radwerkhachen@gmx.de,https://radwerk-hüsten.de,"Montag - Freitag: 8:30 - 18:00 Uhr
Samstag: 8:30 - 13:00 Uhr",51.372241,7.977513,dealer
location_219,Radwerk Hüsten,Kleinbahnstraße 11,59759,Arnsberg,DE,+49 2932 9319993,radwerkhuesten@gmx.de,https://radwerk-hüsten.de,"Montag - Freitag: 8:30 - 18:00 Uhr
Samstag: 8:30 - 13:00 Uhr",51.432926,7.984571,dealer
location_220,Radwerk Würzburg,Ringstraße 1,97261,Güntersleben,DE,+49 151 128 66 2 45,sw@radwerk-wuerzburg.de,https://www.radwerk-wuerzburg.de/,"1. Oktober bis 28. Februar
Freitags 14.00 Uhr-16.30 Uhr

oder gerne ganzjährig nach vorheriger
telefonischer Terminvereinbarung unter 0175 11 64 667
(erreichbar Mo-Fr 16 Uhr bis 18 Uhr)",49.865518,9.904951,dealer
location_221,REVEN EUROPE GmbH,Am Umspannwerk 6,88255,Baindt/Schachen,DE,+49 7502 9421898,info@revenbikes.com,https://revenbikes.de/,"Montag: 13:00 – 19:00 Uhr
Dienstag - Freitag: 13:00 – 18:00 Uhr
Samstag: 9:00 – 13:00 Uhr
Mittwoch geschlossen",47.836296,9.633614,dealer
location_222,Reyhle GmbH & Co. KG,Lichtensteinstraße 2,89160,Dornstadt,DE,+49 7348 9673232,info@radsport-reyhle.de,http://radsport-Reyhle.de,"Winter-Öffnungszeiten ab 14.10.2024:
Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:00 - 14:00 Uhr""",48.484456,9.894646,dealer
location_223,Rios Rad,Klosterstraße 25,46459,Rees-Haldern,DE,+49 2850 212,info@rios-rad.de,https://rios-rad.de/,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 18:30 Uhr
Samstag: 9:30 - 14:00 Uhr",51.774275,6.46221,dealer
location_224,Rund ums Rad,Bremer Straße 302,27751,Delmenhorst,DE,+49 4221 721033,verkauf@wirlebenfahrrad.de,https://www.wirlebenfahrrad.de,Montag - Freitag: 9:00 - 18:00Samstag: geschlossen,53.05641,8.67869,dealer
location_225,Rupps Fahrradkiste,Mailheimer Straße 1,91438,Bad Windsheim,DE,+49 9841 4011170,info@rupps-fahrradkiste.de,https://www.rupps-fahrradkiste.de,"Montag, Dienstag, Donnerstag & Freitag: 10:00 - 18:00 UhrMittwoch:geschlossenSamstag: 9:00 - 18:00 Uhr",49.50785,10.4404,dealer
location_226,SCHMITZ Fahrrad.Freiheit.Leben.,Barbarastraße 55/4,46282,Dorsten,DE,+49 2363605060,office@schmitz.bike,http://www.schmitz.bike,"Montag - Freitag: 9:30 - 19:00 Uhr
Samstag: 9:30 - 16:00 Uhr",51.65256,6.978701,dealer
location_227,SCHMITZ Fahrrad.Freiheit.Leben.,Erlenstraße 14a,46149,Oberhausen,DE,+49 20888016620,office@schmitz.bike,http://www.schmitz.bike,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 19:00 Uhr
Samstag: 9:30 - 16:00 Uhr",51.51574,6.82168,dealer
location_228,Schnellrad by Zweirad Schnell UG,Koblenzer Str. 38a,57627,Hachenburg,DE,+49 (0)2662/9319770,info@schnellrad.de,,"Montag, Dienstag, Donnerstag & Freitag: 13.00 - 18:30 Uhr
Samstag: 9:00 - 13:00 Uhr",50.660125,7.811194,dealer
location_229,Sormitz-Tandem Lutz Wohlfarth,Lehestener Straße 10,07343,Wurbach,DE,+49 1522 368 378 0,vertrieb@sormitz-tandem.de,http://www.sormitz-tandem.de,"Ab April 2025
Montag: geschlossen
Dienstag: 9:00 - 14:00 & 16:00 - 19:00 Uhr
Mittwoch: 9:00 - 14:00 & 16:00 - 18:00 Uhr
Donnerstag: 9:00 - 14:00 Uhr
Freitag: 16:00 - 18:00 Uhr
Samstag: 9:30 - 11:30 Uhr",50.46299,11.536247,service
location_230,Sport Café,Kesselweg 9,74736,Hardheim-Gerichtstetten,DE,+49 151 27101041,,,"Freitag: nur nach Absprache  
Termine bitte telefonisch oder per Whats App vereinbaren, täglich von 17-19 Uhr 
Samstag: 10 bis 14 Uhr",49.531876,9.510999,dealer
location_231,Sport Cycling Meindl,Konrad-Mayer-Str. 31,92237,Sulzbach-Rosenberg,DE,+49 9661 3048833,info@sportcycling.de,https://www.sportcycling.de,"Montag: geschlossen
Dienstag - Freitag: 14:00 - 18:00 Uhr
Samstag: 09:00 - 13:00 Uhr",49.498969,11.751081,dealer
location_232,Sport Stefan,Gemeindestraße 3,5532,Filzmoos,DE,+43 645320080,shop@sportstefan.at,http://sportstefan.at,"Montag - Freitag: 8:30 - 12:00 & 14:00 - 18:00 Uhr
Samstag: 8:30 - 12:00 & 14:00 - 17:00 Uhr",47.43286,13.522853,dealer
location_233,Sportshop Bittner,Weißestr. 26,04299,Leipzig,DE,+49 (0)341 59097850, steffen@sportshop-bittner.de,https://sportshop-bittner.de/,"Montag, Dienstag, Mittwoch & Freitag: 10:00 - 18:00 UhrDonnerstag 10:00 - 19:00 UhrSamstag 9:00 - 13:00 Uhr",51.75424,12.581357,dealer
location_234,STADTRAD GmbH,Gewerbering 1a,66450,Homburg/Bexbach,DE,+49 6826- 5248004,info@stadtrad-homburg.de ,https://www.stadtrad-homburg.de/,"Montag: geschlossen
Dienstag - Freitag: 9:30 - 18:30 Uhr
Samstag: 9:30 - 16:00 Uhr",49.344438,7.279716,dealer
location_235,Stephans Radwelt,Ziegelei 22,96487,Dörfles-Esbach,DE,+49 9561 8537126,info@stephans-radwelt.de,https://www.stephans-radwelt.de,Montag - Freitag: 9:30 - 18:30 UhrSamstag: 9:30 - 15:30 Uhr,50.28645,11.00607,dealer
location_236,Switchbike Bornemann OHG,"Katharinengasse	14",35390,Gießen,DE,+49 (0)641-34393,info@switchbike.de,https://www.switchbike.de/,"Montag, Dienstag, Mittwoch & Freitag: 10:00 - 18:00 Uhr
Donnerstag: geschlossen
Samstag: 10:00 - 16:00 Uhr",50.584165,8.671666,dealer
location_237,Tip-Top-Bikes,Martin-Ofner-Straße 5,84508,Burgkirchen an der Alz,DE,+49 8679 3069497,kontakt@tip-top-bikes.de,https://www.tip-top-bikes.de/,"Dienstag - Freitag: 09:00 Uhr - 12:00 Uhr und 14:00 Uhr - 17:00 Uhr
Samstag: 09:00 Uhr - 12:00 Uhr",48.167,12.730485,dealer
location_238,Toa's Bikes GmbH,Bahnhofstraße 19,64401,Groß-Bieberau,DE,+49 6162 81640,service@toas-bikes.de,https://toas-bikes.de/,Montag - Freitag: 9:00 - 18:00 UhrSamstag: 09:00 - 13:00 Uhr,49.802014,8.826692,dealer
location_239,Toms Ihr-Ebikeprofi,Wilhelmshöher Allee 132,34119,Kassel,DE,+49 561 25082,toms-kassel@web.de,https://toms-kassel.de,Montag - Freitag: 10:00 - 18:00 UhrSamstag: 10:00 - 13:00 Uhr,51.31304,9.46378,dealer
location_240,Total Normal Bikes GmbH,Kaiserstraße 331,66386,Sankt Ingbert,DE,+49 (0) 6894 - 87530,info@total-normal.com,https://total-normal.com/,"Montag, Mittwoch & Donnerstag: 13:30 – 18:00 Uhr
Dienstag & Freitag: 10:00 – 12:00 & 13:30 – 18:00 Uhr
Samstag: 9:30 – 13:00 Uhr",49.286502,7.135046,dealer
location_241,Velobox Walsrode,Bergstr. 8,29664,Walsrode,DE,+49 5161 4811870,info@velobox-walsrode.de,https://www.velobox-walsrode.de,Montag - Freitag: 9:00 - 18:00 UhrSamstag: 09:00 - 13:00 Uhr,52.86425,9.58737,dealer
location_242,Velobox Bad Fallingbostel,Walsroder Str. 3,29683 ,Bad Fallingbostel,DE,+49 5162 4189992,info@velobox-walsrode.de,https://www.velobox-walsrode.de,Montag - Freitag: 10:00 - 13:00 & 15:00 - 18:00 UhrSamstag: geschlossen,52.86575,9.69331,dealer
location_243,Velo City Soest,Elfser Weg 27a,59494,Soest,DE,+49 2921 31318,info@velo-city-soest.de,https://www.velo-city-soest.de/,"Montag, Dienstag, Donnerstag & Freitag: 10:00 - 18:00 Uhr
Mittwoch: 10:00 - 13:00 Uhr
Samstag: 10:00 - 14:00 Uhr",51.56361,8.125177,dealer
location_244,Velo Sport Werner Otto GmbH,Pastor Niemöller Platz 8,13156,Berlin,DE,+49 30 20093711,info@premium-bikeshop.de,https://www.premium-bikeshop.de/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: geschlossen",52.579787,13.396914,dealer
location_245,Velocity Braunschweig GmbH,Kurt-Schumacher-Straße 8,38102,Braunschweing,DE,+49 531 1231180,verkauf@velocity-bs.de,https://velocity-bs.de/,"Montag : geschlossen
Dienstag - Freitag: 11:00 - 19:00 Uhr
Samstag: 10:00 - 14:00 Uhr",52.254454,10.53573,dealer
location_246,Vineyard-bikes,Weinberggasse 25,88481,Balzheim,DE,+49 7347 920698,vineyard-bikes@t-online.de,http://vineyard-bikes.de,,48.17735,10.07121,dealer
location_247,vit:bikes Hamburg,Beerenweg 3,22761,Hamburg,DE,+49 40 334666819,hamburg@vitbikes.de,www.vitbikes.de/hamburg,Montag: geschlossenDienstag - Freitag: 10:00 - 18:00 UhrSamstag: 10:00 - 16:00 Uhr,53.56669,9.91985,dealer
location_248,vit:bikes Hann.Münden,Veckerhäger Str. 30,34346,Hann.Münden,DE,+49 5541 98250,info@schelp.de,https://schelp.de/,"Montag - Freitag:	8:30 - 18:00 Uhr
Samsatag: 8:30 - 13:00 Uhr",51.420138,9.644543,dealer
location_249,vit:bikes Rottweil,Im Galgen 15,78658,Zimmern ob Rottweil,DE,+49 741 175 75 131,rottweil@vitbikes.de,https://fahrrad.vitbikes.de/rottweil-78658/,"Montag: geschlossen
Dienstag - Freitag: 10:00 -18:00 Uhr
Samstag: 10:00 - 16:00 Uhr",48.165,8.60438,dealer
location_250,Vit:Bikes Wesel,Rudolf-Diesel-Str. 15a,46485,Wesel,DE,+49 28120694031,wesel@vitbikes.de,http://vitbikes.de,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10.=0 - 14:00 Uhr",51.662225,6.663893,dealer
location_251,Waterkant eBikes GmbH,Maurerstraße 3,21244,Buchholz i.d.N.,DE,+49 41819284870,nordheide@emotion-ebikes.de,https://emotion-technologies.de/nordheide/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:30 Uhr
Samstag: 10:00 - 14:00 Uhr",53.346374,9.859527,dealer
location_252,Wiedia Bike,Sodenerstraße 2a,63743,Aschaffenburg,DE,+49 151 419 404 15,jochen.herold@wiediabike.com,https://www.wiediabike.com/,Montag - Donnerstag: 15:00 - 18:00 Uhr,49.949702,9.167189,dealer
location_253,Wunderlich GmbH,Dieselstraße 2,95168,Marktleuthen,DE,,info@wunderlich-umwelt.de,http://www.wunderlich-umwelt.de/,"Montag - Freitag: 8:00 - 18:00 Uhr
Samstag: 8:00 - 12:00 Uhr",50.136698,12.013486,dealer
location_254,zweiRAD Botenheim,Wiesenbachstraße 2,74336,Brackenheim,DE,+49 7135 12274,info@zweirad-botenheim.de,https://www.zweirad-botenheim.de,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 12:30 Uhr und 14:00 - 18:00 Uhr
Donnerstag: 9:00 - 12:30 Uhr und 14:00 - 20:00 Uhr
Samstag: 9:00 - 13:00 Uhr",49.06639,9.06812,dealer
location_255,Zweirad Dütsch,Münsterstraße 10 – 12,48282,Emsdetten,DE,+49 2572 960 797 4,emsdetten@zweirad-duetsch.de,https://ebike-emsdetten.de/,"Montag - Freitag: 9:00 – 12:30 & 14:00 – 18:00 Uhr
Samstag: 9:00 – 13:00 Uhr",52.174483,7.535238,dealer
location_256,Zweirad Hansen,Steingasse 4,53945,Blankenheim,DE,+49 163 844 333 6,info@zweirad-hansen.de,https://www.zweirad-hansen.de/,"Dienstag - Freitag: 14:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr",50.388006,6.74045,dealer
location_257,Zweirad Hees,Hammersraße 19,57223,Kreuztal,DE,+49 2732-79843 0,info@zweirad-hees.com,https://www.zweirad-hees.com/,"Montag - Freitag: 10:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.98031,7.979547,dealer
location_258,Zweirad Högerl,Bogenroither Straße 4,94344,Wiesenfelden,DE,+49 9966 1201,info@zweirad-hoegerl.de,https://www.zweirad-hoegerl.de/,"Montag - Freitag: 08:00 - 12:00 Uhr & 13:00 - 18:00 Uhr
Samstag: 08:30 - 12:00 Uhr",49.042433,12.534985,dealer
location_259,Zweirad Käppner,Friedrichstraße 34,39418,Neundorf,DE,+49 3925 378951,,,Montag - Freitag: 9:00 - 18:00 Uhr,51.819118,11.57459,dealer
location_260,Zweirad Kirch,Plöck 81,69117,Heidelberg,DE,+49 6221 24046,zweiradkirch@t-online.de,http://www.zweirad-kirch.de,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr

Im Winter montags geschlossen.",49.409472,8.701879,dealer
location_261,Zweirad Kopsch,Roßmarktsche Straße 8,04552,Borna,DE,+49 3433203659,zweirad.kopsch@web.de,,"Montag - Freitag: 9:00 - 12:30 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 11:30 Uhr",51.1245,12.49835,dealer
location_262,Zweirad Müller,Frankfurter Strasse 67,61118,Bad Vilbel,DE,+49 6101 85826,info@fahrrad-mueller.info,https://www.fahrrad-mueller.info,"Montag, Dienstag, Donnerstag & Freitag: 8:30 (10:00*) - 12:30 Uhr & 14:30 - 18:00 Uhr
Mittwoch: 8:30 (10:00*) - 12:30 Uhr
Samstag: 8:30 (10:00*) - 13:00 Uhr
* In der Zeit vom 14.10.2024 bis 28.02.2025 erst ab 10:00 Uhr",50.180394,8.740399,dealer
location_263,Zweirad Nübling,Rudolf Diesel Straße 9,79211,Denzlingen,DE,+49 7666 5078,info@zweirad-nuebling.de,https://www.zweirad-nuebling.de/,"Montag, Dienstag, Donnerstag & Freitag: 8:00 - 12:30 & 14:00 - 18:00 Uhr
Mittwoch: 8:00 - 12:30 Uhr
Samstag: 9:00 - 13:00 Uhr",48.075166,7.883081,dealer
location_264,Zweirad Schnieder,Goldstraße 1,48565,Steinfurt,DE,+49 25519969062,verkauf@schnieder-steinfurt.de,http://www.fahrrad-steinfurt.de,"Montag: geschlossen
Dienstag: 14:00 - 18:00 Uhr
Mittwoch - Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",52.14862,7.328239,dealer
location_265,Zweirad Sebold,Duisburger Straße 147,45479,Mühlheim an der Ruhr,DE,+49 208 425232,info@zweirad-sebold.de,https://www.zweirad-sebold.de/,"Montag: geschlossen
Dienstag - Freitag: 9:00 - 13:00 & 14:00 - 18:30 Uhr
Samstag: 9:00 - 13:00 Uhr",51.426785,6.859285,dealer
location_266,Zweirad Service Dorfrad,Grünstrasse 1,06184,Kabelsketal-Naundorf,DE,+49 179 2938403,enrico-hartmann@web.de,https://www.dorfrad.de,"Montag - Freitag: 12.00 - 19:00 Uhr 
und nach Vereinbarung",51.450865,12.079671,dealer
location_267,Zweirad Stegmaier,Lange Straße 39,74564,Crailsheim,DE,+49 7951 7962,info@zweirad-stegmaier.de,http://www.zweirad-stegmaier.de/,Montag - Freitag: 10:00 - 18:00 UhrSamstag 10:00 - 13:00 Uhr,49.13498,10.07162,dealer
location_268,Zweirad Stellwag GmbH,Neckarstraße 24,64711,Erbach,DE,+49 6062 3163,Stellwag2-Rad@t-online.de,https://www.zweirad-stellwag.de/,"Montag bis Freitag: 9:00 - 12:30 Uhr und 14:00 - 18:00 Uhr
Mittwoch 9:00 - 12:30 Uhr 
Samstag: 9:00 - 13:00 Uhr",49.653935,8.995798,dealer
location_269,Zweirad Stephan,Untere Hauptstraße 1a,09380,Thalheim,DE,+49 3721 84484,stephan-thalheim@t-online.de,https://zweirad-stephan.de/de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 12:00 Uhr (ausgenommen September bis Februar)",50.703204,12.853124,dealer
location_270,Zweirad Stückemann,Oldenburger Str. 76,26180,Rastede,DE,+49 4402 92500,info@stueckemann.de,http://www.stueckemann.de,"Montag - Freitag: 09:30 - 18:00 Uhr
Samstag: 09:30 - 16:00 Uhr",53.228423,8.212305,dealer
location_271,Zweirad Würdinger,Kapuziner Straße 107,94474,Vilshofen,DE,+49 8541 910710,info@wuerdinger.de,https://www.wuerdinger.de/,"Montag - Freitag: 09:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",48.641274,13.172142,dealer
location_272,Zweirad Würdinger,Äußere Spitalhofstraße 2,94036,Passau,DE,+49 851 6346,passau@wuerdinger.de,https://www.wuerdinger.de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",48.57202,13.444943,dealer
location_273,Zweirad Würdinger,Scheiblerstr. 10,94447,Plattling,DE,+49 9931 8945901,plattling@wuerdinger.de,https://www.wuerdinger.de/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",48.788257,12.891239,dealer
location_274,Zweirad-Center Durach,Achenerweg 11,88316,Isny,DE,+49 7562 245 6,info@fahrrad-durach.de,https://www.zweirad-center-durach.de/,"Montag - Freitag: 09:00 - 12:30 Uhr & 14:00 - 18:00 Uhr
Mittwoch: Nachmittag: geschlossen
Samstag: 09:00 - 13:00 Uhr",47.698169,10.043733,dealer
location_275,Zweirad-Center Van de Stay GmbH,An St. Sebastian 40,41334,Nettetal,DE,+49 2153 405405,lobberich@van-de-Stay.de,http://www.van-de-stay.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Mittwoch & Samstag: 9:00 - 13:00 Uhr",51.30881,6.27285,dealer
location_276,Zweirad-Center Van de Stay GmbH,Ostwall 10,47638,Straelen,DE,+49 2834 91888,lobberich@van-de-Stay.de,http://www.van-de-stay.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 13:00 & 14:00 - 18:00 Uhr
Mittwoch & Samstag: 9:00 - 13:00 Uhr",51.445974,6.267811,dealer
location_277,Zweiradhaus Kämpflein,Mittelstraße 35+37,57567,Daaden,DE,+49 2743 930204,kaempflein@t-online.de,https://www.kaempflein-zweirad.de/,"Montag - Freitag: 10:00 - 13:00 Uhr & 14:00 - 18:00 Uhr
Samstag: 10:00 - 13:00 Uhr",50.737839,7.971056,dealer
location_278,Zweiradhaus Terbrack,Bahnhofstraße 18,48691,Vreden,DE,+49 256497999,info@vredenna.de,http://www.fahrradhaus-terbrack.de/,"Montag - Freitag: 9:00 - 12:30 & 14:00 - 18:00 Uhr
Samstag: 9:00 - 12:30 Uhr",52.031835,6.821651,dealer
location_279,Zweiradhaus Westerfeld,Borriesstr. 111,32557,Bünde,DE,+49 5223 42731,info@westerfeld.bike,https://www.westerfeld.bike,Montag - Freitag: 10:00 - 18:00 UhrSamstag: 10:00 - 14:00 Uhr,52.20692,8.58359,dealer
location_280,Zweirad-Schmiede,Zum Königsberg 5,41812,Erkelenz,DE,+49 2435 3314,zweirad-schmiede@online.de,https://www.zweirad-schmiede.de/,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 18:30 Uhr
Mittwoch: 9:00 - 12:30 Uhr
Samstag: 9:00 - 14:00 Uhr",51.029889,6.325645,dealer
location_281,Zweiradsport Geyer,Gartenstraße 30,88410,Bad Wurzach,DE,+49 7564 85893  0,info@zweiradsport-geyer.de,https://www.zweiradsport-geyer.de/,"Montag - Mittwoch, Freitag
09:00 - 12:30 Uhr
14:00 - 18:00 Uhr

Donnerstag
09:00 - 12:30
14:00 - 19:00

Samstag
08:30 - 13:00 Uhr",47.907409,9.894703,dealer
location_282,Zwoo GmbH/Fahrradladen Essen,Huyssenallee 95,45128,Essen,DE,+49 (0)201/36036960,info@fahrradladen-essen.de,https://fahrradladen-essen.de,Montag - Freitag: 10:00 - 18:00 UhrSamstag: 10:00 - 16:00 Uhr,51.444461,7.008503,dealer
location_283,Zweirad Wichmann,Friedrich-Ebert-Str. 29,38440,Wolfsburg,DE,+49 5361 16399,mail@zweirad-wichmann.de,https://www.zweirad-wichmann.de,Montag - Freitag: 9:00 - 12:30 & 14:30 - 18:00 UhrSamstag: 9:00 - 14:00 Uhr,52.42008,10.79095,dealer
location_284,Zweirad Zitzmann,Mühlgasse 10a,91096,Möhrendorf,DE,+49 9133 767488,info@zweirad-zitzmann.de,https://www.zweirad-zitzmann.de,Montag: geschlossenDienstag - Freitag: 9:00 - 12:00 & 14:14 - 18:00 UhrSamstag: 9:00 - 13:00 Uhr,49.65044,11.00858,dealer
location_285,Amoore Bikestore,Färberstraße 3,5110,Oberndorf bei Salzburg,AT,+43 6272 20676,verkauf@amoore-bikestore.at,https://www.amoore-bikestore.at,"Montag, Dienstag, Donnerstag & Freitag: 9:00 - 12:00 & 13:00 - 18:00 UhrMittwoch: geschlossenSamstag: 9:00 - 12:00 Uhr",47.94065,12.9416,dealer
location_286,BauerBikes E-Bike Store Graz,Puntigamer Straße 124,8055,Graz,AT,+43 316 292 671,info.graz@bauerbikes.com,http://www.bauerbikes.com,"Montag - Freitag: 10:00 - 13:00 Uhr & 14:00 - 17:00 Uhr
Samstag: 10:00 - 13:00 Uhr",47.0344,15.444312,dealer
location_287,BauerBikes E-Bike Store St. Margarethen/Raab,St. Margarethen 10b,8323,St. Margarethen/Raab,AT,+43 311 594 171,info.gleisdorf@bauerbikes.com,http://www.bauerbikes.com,"Montag, Donnerstag & Freitag: 14:00 - 17:00 Uhr
Samstag: 10:00 - 13:00 Uhr",47.046469,15.74612,dealer
location_288,Bentho eBikes - Brunn/Geb,Wolfholzgasse 11,2345,Brunn am Gebirge,AT,+43 2236 378 763,servus@bentho.at,https://www.bentho.at/,"Montag: geschlossen
Dienstag - Freitag: 10:00 - 18:00 Uhr
Samstag: 9:30 - 15:00 Uhr",48.120122,16.293947,dealer
location_289,Bentho eBikes - Wien,Lassallestraße 5,1020,Wien,AT,0043 01 589 70 64,servus@bentho.at,https://www.bentho.at/,"Montag: geschlossen
Dienstag - Freitag: 10.00 - 18:00 Uhr
Samstag: 9:30 - 15:00 Uhr",48.22123,16.395579,dealer
location_290,Bergspezl Haid,"EKZ Haid, Ikea Platz 4",4053,Haid,AT,+43 7229 246 90,verkauf.haid@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 19:00 Uhr
Samstag: 9:00 - 18:00 Uhr",48.195478,14.247377,dealer
location_291,Bergspezl Klagenfurt,Völkermarkter Straße 163,9020,Klagenfurt,AT,+43 463 519 000,verkauf.klagenfurt@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 17:00 Uhr",46.627602,14.343287,dealer
location_292,Bergspezl Puch,Halleiner Landesstraße 50,5412,Puch bei Hallein,AT,+43 6245 730 00,buero@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 8:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",47.71224,13.092474,dealer
location_293,Bergspezl Salzburg,Eberhard-Fugger-Straße 2,5020,Salzburg,AT,+43 662 642 555,verkauf@bergspezl-rad.at,https://bergspezl.at/,"Montag - Freitag: 8:00 - 18:00 Uhr
Samstag: 9:00 - 13:00 Uhr",47.802318,13.06762,dealer
location_294,Bergspezl Villach,Maria-Gailer-Straße 57,9500,Villach,AT,+43 4242 40 439,verkauf.villach@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 9:00 - 18:00 Uhr
Samstag: 9:00 - 17:00 Uhr",46.604692,13.873002,dealer
location_295,Bergspezl Vösendorf Süd,"""Westfield Shopping  City Süd - Galerie 11""",2334,Vösendorf Süd,AT,+43 1 39 50 944,verkauf.scs@bergspezl.at,https://bergspezl.at/,"Montag - Mittwoch: 9:00 - 19:00 Uhr
Donnerstag & Freitag: 9:00 - 20:00 Uhr
Samstag: 9:00 - 18:00 Uhr",48.12228,16.334783,dealer
location_296,Bergspezl Wien,Stiftgasse 5-9,1070,Wien,AT,+43 1 395 07 70,verkauf.Wien7@bergspezl.at,https://bergspezl.at/,"Montag - Freitag: 10:00 - 19:00 Uhr
Samstag: 10:00 - 18:00 Uhr",48.200896,16.354912,dealer
location_297,Bergspezl Wörgl,Salzburger Straße 30,6300,Wörgl,AT,+43 5332 219 26,verkauf.woergl@bergspezl.at,https://bergspezl.at/,"Montag - Freitag : 09:00 - 18:00 Uhr
Samstag: 09:00 - 17:00 Uhr",47.488008,12.068502,dealer
location_298,Bikebow,Innsbrucker Straße 60,6060,Hall in Tirol,AT,+43 5223 42031,info@bikebow.at,https://bikebow.at/,Montag - Freitag: 9:00 - 13:00 & 14:00 - 18:00 UhrSamstag: 9:00 - 12:00 Uhr,47.27745,11.48806,dealer
location_299,bimato sports,Steyrerstraße 51,3350,Haag,AT,+43 7434 43734,info@bimato.at,http://www.bimato.at,"Montag, Dienstag & Freitag: 9:00 - 12:30 & 14:30 - 18:00 Uhr
Donnerstag: 9:00 - 12:30 & 14:30 - 20:00 Uhr
Mittwoch & Samstag: geschlossen",48.097777,14.540323,dealer
location_300,CRW SPORTS,Schlossplatz 10/18,4655,Vorchdorf,AT,+43 664 2567501,office@crw-sports.net,https://www.crw-sports.net/,"Montag, Dienstag, Donnerstag & Freitag: 15:00 - 18:00 UhrMittwoch: geschlossenSamstag: 9:00 - 12:00 Uhr",48.00285,13.92264,dealer
